DateTime,Symbol,SoldPrice,LTP,VWAP,SLPrice
2025-09-17 00:55:28.777972+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:55:28.777972+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:55:48.411038+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:55:48.411038+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:55:57.082777+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:55:57.082777+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:56:03.710966+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:56:03.710966+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:56:14.005982+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:56:14.005982+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:56:27.977644+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:56:27.977644+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:56:39.711074+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:56:39.711074+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:56:46.614886+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:56:46.614886+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:56:58.261291+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:56:58.261291+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:57:06.611018+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:57:06.611018+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:00.111061+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:00.111061+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:06.644331+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:06.644331+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:13.694399+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:13.694399+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:26.660992+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:26.660992+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:32.094595+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:32.094595+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:36.661042+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:36.661042+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:42.127666+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:42.127666+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:46.661118+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:46.661118+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:52.114329+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:52.114329+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:58:56.660984+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:58:56.660984+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:59:02.127751+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:59:02.127751+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:59:06.661226+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:59:06.661226+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:59:12.130945+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:59:12.130945+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:59:16.694431+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
2025-09-17 00:59:16.694431+05:30,NIFTY30SEP25P25100,189.48,87.0,153.34,227.4
2025-09-17 00:59:22.127673+05:30,NIFTY30SEP25C24650,343.85,728.25,554.41,412.65
